date,market,city,mom_index,yoy_index,ytd_index,mom_pct,yoy_pct,ytd_pct
2025-02-01,new,北京,100.1,94.5,94.4,0.0009999999999999432,-0.055,-0.055999999999999946
2025-02-01,new,北海,99.7,94.1,94.4,-0.0029999999999999714,-0.05900000000000006,-0.055999999999999946
2025-02-01,new,南京,100.5,96.6,95.9,0.005,-0.03400000000000006,-0.040999999999999946
2025-02-01,new,南充,99.8,97.1,97.1,-0.0020000000000000282,-0.029000000000000057,-0.029000000000000057
2025-02-01,new,南宁,100.1,93.8,93.4,0.0009999999999999432,-0.06200000000000003,-0.06599999999999995
2025-02-01,new,南昌,100.3,95.0,94.7,0.0029999999999999714,-0.05,-0.05299999999999997
2025-02-01,new,厦门,100.2,92.9,92.5,0.0020000000000000282,-0.07099999999999994,-0.075
2025-02-01,new,合肥,100.2,94.7,94.4,0.0020000000000000282,-0.05299999999999997,-0.055999999999999946
2025-02-01,new,吉林,99.6,94.3,94.3,-0.0040000000000000565,-0.05700000000000003,-0.05700000000000003
2025-02-01,new,呼和浩特,99.4,93.9,94.0,-0.005999999999999943,-0.06099999999999994,-0.06
2025-02-01,new,唐山,99.5,92.3,92.3,-0.005,-0.07700000000000003,-0.07700000000000003
2025-02-01,new,大理,99.8,93.7,93.7,-0.0020000000000000282,-0.06299999999999997,-0.06299999999999997
2025-02-01,new,大连,100.3,95.0,94.6,0.0029999999999999714,-0.05,-0.054000000000000055
2025-02-01,new,天津,99.7,97.2,97.6,-0.0029999999999999714,-0.027999999999999973,-0.024000000000000056
2025-02-01,new,太原,100.1,101.2,101.1,0.0009999999999999432,0.012000000000000028,0.010999999999999944
2025-02-01,new,宁波,100.3,93.4,93.1,0.0029999999999999714,-0.06599999999999995,-0.06900000000000006
2025-02-01,new,安庆,99.8,94.0,93.9,-0.0020000000000000282,-0.06,-0.06099999999999994
2025-02-01,new,宜昌,100.1,95.5,95.2,0.0009999999999999432,-0.045,-0.04799999999999997
2025-02-01,new,岳阳,99.6,93.6,93.6,-0.0040000000000000565,-0.06400000000000006,-0.06400000000000006
2025-02-01,new,常德,100.1,92.7,92.4,0.0009999999999999432,-0.07299999999999997,-0.07599999999999994
2025-02-01,new,广州,99.8,92.2,91.9,-0.0020000000000000282,-0.07799999999999997,-0.08099999999999995
2025-02-01,new,徐州,99.6,93.9,93.9,-0.0040000000000000565,-0.06099999999999994,-0.06099999999999994
2025-02-01,new,惠州,99.8,93.7,93.7,-0.0020000000000000282,-0.06299999999999997,-0.06299999999999997
2025-02-01,new,成都,100.3,97.0,96.8,0.0029999999999999714,-0.03,-0.03200000000000003
2025-02-01,new,扬州,99.9,93.6,93.6,-0.0009999999999999432,-0.06400000000000006,-0.06400000000000006
2025-02-01,new,无锡,99.2,95.4,96.0,-0.007999999999999972,-0.045999999999999944,-0.04
2025-02-01,new,昆明,99.9,91.7,91.8,-0.0009999999999999432,-0.08299999999999998,-0.08200000000000003
2025-02-01,new,杭州,99.9,98.7,98.6,-0.0009999999999999432,-0.012999999999999972,-0.014000000000000058
2025-02-01,new,桂林,99.7,96.4,96.3,-0.0029999999999999714,-0.03599999999999994,-0.037000000000000026
