period,metric,value_2024,value_2025,delta,pct_change,notes
1至11月,goods_exports_total_rmb_10k,2303831624.0,2445787769.0,141956145.0,0.0616174131482449,This is exports only (from sheet '出口'). Not a full current account; imports/services/income not included.
